symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SH2_0pt5mM_A	Gcn1_SH2_0pt5mM_B
ENSMUSG00000020255.8|D10Wsu102e	1313	1523	1142	1058
ENSMUSG00000020256.14|Aldh1l2	4641	4909	3580	3599
ENSMUSG00000020257.13|Wdr82	2714	2997	2390	2542
ENSMUSG00000020258.16|Glyctk	30	35	31	31
ENSMUSG00000020260.9|Pofut2	1096	1097	1319	1387
ENSMUSG00000020261.15|Slc36a1	448	539	281	318
ENSMUSG00000020262.15|Adarb1	163	156	149	163
ENSMUSG00000020263.14|Appl2	947	1137	1427	1849
ENSMUSG00000020265.16|Sumo3	4108	4325	4941	5370
ENSMUSG00000020267.6|Hint1	8005	8914	8739	9195
ENSMUSG00000020268.14|Lyrm7	40	45	29	30
ENSMUSG00000020271.17|Fbxw11	3674	3968	3660	3755
ENSMUSG00000020272.8|Stk10	1295	1164	1278	1451
ENSMUSG00000020273.13|Papolg	520	627	465	508
ENSMUSG00000020275.9|Rel	649	684	855	879
ENSMUSG00000020277.10|Pfkl	2435	2376	1856	2319
ENSMUSG00000020280.12|Pus10	517	571	289	330
ENSMUSG00000020282.18|Rhbdf1	1314	1309	1779	1981
ENSMUSG00000020283.5|Pex13	416	520	399	512
ENSMUSG00000020284.16|1810043G02Rik	197	195	187	205
ENSMUSG00000020287.15|Mpg	498	511	418	497
ENSMUSG00000020288.13|Ahsa2	633	692	675	660
ENSMUSG00000020289.15|Nprl3	670	692	623	649
ENSMUSG00000020290.14|Xpo1	7393	8965	6962	7450
ENSMUSG00000020300.14|Cpeb4	1737	2062	2166	2145
ENSMUSG00000020303.2|Stc2	5642	5756	6759	6843
ENSMUSG00000020305.13|Asb3	762	890	703	785
ENSMUSG00000020307.15|Cdc34	1224	1263	1016	1084
ENSMUSG00000020308.6|Tpgs1	82	134	60	68
ENSMUSG00000020309.6|Chac2	495	614	684	811
ENSMUSG00000020311.17|Erlec1	1616	1901	1610	1879
ENSMUSG00000020312.12|Shc2	177	172	136	159
ENSMUSG00000020315.18|Sptbn1	15331	16635	15825	16806
ENSMUSG00000020319.9|Wdpcp	53	49	51	60
ENSMUSG00000020321.15|Mdh1	1587	1830	1866	2191
ENSMUSG00000020325.10|Fstl3	244	260	134	186
ENSMUSG00000020326.7|Ccng1	1287	1514	936	1077
ENSMUSG00000020328.10|Nudcd2	1814	2055	1757	1955
ENSMUSG00000020329.12|Polrmt	575	604	623	725
ENSMUSG00000020330.16|Hmmr	1877	2211	1669	2069
ENSMUSG00000020331.9|Hcn2	32	21	25	26
ENSMUSG00000020333.17|Acsl6	93	86	22	25
ENSMUSG00000020334.6|Slc22a4	111	122	127	157
ENSMUSG00000020346.16|Mgat1	1243	1415	1417	1682
ENSMUSG00000020349.4|Ppp2ca	8665	9760	9918	10287
ENSMUSG00000020358.17|Hnrnpab	10013	11773	11190	11563
ENSMUSG00000020359.13|Phykpl	289	302	253	319
ENSMUSG00000020361.13|Hspa4	14589	16322	14288	14757
ENSMUSG00000020362.13|Cnot6	3630	4392	3443	3888
ENSMUSG00000020366.18|Mapk9	1111	1336	969	1099
ENSMUSG00000020368.15|Canx	18347	20806	18968	20463
ENSMUSG00000020372.15|Rack1	39868	39546	36404	40104
ENSMUSG00000020375.9|Rufy1	490	510	471	574
ENSMUSG00000020376.16|Rnf130	75	95	13	22
ENSMUSG00000020380.16|Rad50	2093	2384	1627	1842
ENSMUSG00000020381.10|Mrnip	164	188	117	122
ENSMUSG00000020385.16|Clk4	1650	1965	2119	2210
ENSMUSG00000020386.5|Sar1b	1496	1810	1612	1901
ENSMUSG00000020387.15|Jade2	1874	1802	3180	3324
ENSMUSG00000020388.12|Pdlim4	46	36	60	65
ENSMUSG00000020389.19|Cdkl3	138	194	183	191
ENSMUSG00000020390.12|Ube2b	3694	4127	4170	4521
ENSMUSG00000020392.8|Cdkn2aipnl	4054	4334	4545	4589
ENSMUSG00000020393.16|Kremen1	337	316	340	341
ENSMUSG00000020397.15|Med7	665	795	641	628
ENSMUSG00000020399.14|Havcr2	105	119	4	4
ENSMUSG00000020400.17|Tnip1	3440	3299	4552	4911
ENSMUSG00000020402.11|Vdac1	7089	7975	8113	9078
ENSMUSG00000020407.13|Upp1	124	129	87	72
ENSMUSG00000020409.10|Slu7	2148	2387	2165	2413
ENSMUSG00000020412.16|Ascc2	1558	1703	1081	1129
ENSMUSG00000020413.11|Hus1	512	630	391	487
ENSMUSG00000020415.16|Pttg1	700	745	757	888
ENSMUSG00000020420.8|Zfp607a	111	138	120	155
ENSMUSG00000020422.13|Tns3	4880	4872	4920	5257
ENSMUSG00000020423.6|Btg2	669	757	1201	1290
ENSMUSG00000020424.3|Castor1	96	99	83	75
ENSMUSG00000020427.11|Igfbp3	695	863	409	411
ENSMUSG00000020430.12|Pes1	2025	2112	2122	2288
ENSMUSG00000020432.12|Tcn2	1230	1251	869	1089
ENSMUSG00000020434.4|4921536K21Rik	57	41	67	83
ENSMUSG00000020439.17|Smtn	1168	1090	987	1052
ENSMUSG00000020440.13|Arf5	1444	1468	1720	1876
ENSMUSG00000020441.6|2310033P09Rik	365	514	534	613
ENSMUSG00000020444.19|Guk1	901	911	946	949
ENSMUSG00000020448.16|Rnf185	676	725	730	802
ENSMUSG00000020451.17|Limk2	1946	2196	1699	2058
ENSMUSG00000020453.17|Patz1	494	520	466	544
ENSMUSG00000020454.17|Eif4enif1	1750	1825	1596	1697
ENSMUSG00000020455.16|Trim11	513	664	482	513
ENSMUSG00000020456.17|Ogdh	2688	2696	3659	3898
ENSMUSG00000020457.13|Drg1	1500	1708	1214	1318
ENSMUSG00000020458.16|Rtn4	10269	12314	9566	10497
ENSMUSG00000020459.14|Mtif2	890	1078	792	913
ENSMUSG00000020460.15|Rps27a	23812	24857	22717	24562
ENSMUSG00000020462.14|Cfap36	253	335	223	304
ENSMUSG00000020463.15|Ppp4r3b	2951	3553	2838	3098
ENSMUSG00000020464.15|Pnpt1	1383	1747	1280	1523
ENSMUSG00000020467.15|Efemp1	3142	3576	2931	3416
ENSMUSG00000020471.11|Pold2	974	879	805	807
ENSMUSG00000020472.14|Zkscan17	1097	1130	885	962
ENSMUSG00000020473.13|Aebp1	199	172	91	109
ENSMUSG00000020474.11|Polm	386	413	312	394
ENSMUSG00000020476.14|Dbnl	1031	1170	1266	1459
ENSMUSG00000020477.10|Mrps24	349	429	349	318
ENSMUSG00000020482.4|Ccdc117	660	696	916	929
ENSMUSG00000020483.14|Dynll2	3914	4428	3981	4445
ENSMUSG00000020484.18|Xbp1	3442	3615	4514	4693
ENSMUSG00000020485.14|Supt4a	1106	1120	1399	1338
ENSMUSG00000020491.15|2810021J22Rik	372	465	272	303
ENSMUSG00000020492.11|Ska2	1499	1849	1585	1585
ENSMUSG00000020493.8|Prr11	1296	1538	1082	1203
ENSMUSG00000020495.13|Smg8	1145	1267	1138	1240
ENSMUSG00000020496.9|Rnf187	2257	2546	2393	2637
ENSMUSG00000020513.15|Tubd1	134	162	193	180
ENSMUSG00000020514.8|Mrpl22	614	653	634	722
ENSMUSG00000020515.13|Cnot8	1584	1705	1568	1646
ENSMUSG00000020516.15|Rps6kb1	2203	2481	2343	2517
ENSMUSG00000020519.5|Sap30l	233	279	201	221
ENSMUSG00000020520.14|Galnt10	2039	2068	2210	2316
ENSMUSG00000020521.7|Rnft1	708	832	597	762
ENSMUSG00000020522.13|Mfap3	1245	1302	1089	1163
ENSMUSG00000020523.14|Fam114a2	1666	1787	1531	1750
ENSMUSG00000020525.17|Ppm1d	271	321	363	386
ENSMUSG00000020526.12|Znhit3	402	436	394	462
ENSMUSG00000020527.14|Myo19	656	704	648	735
ENSMUSG00000020528.14|Prpsap2	996	1133	815	935
ENSMUSG00000020530.14|Ggnbp2	4628	4981	4644	4987
ENSMUSG00000020532.18|Acaca	1804	1940	1619	1835
ENSMUSG00000020534.14|Shmt1	1408	1602	1452	1459
ENSMUSG00000020536.12|Llgl1	1844	1907	1725	1915
ENSMUSG00000020537.9|Drg2	1732	1721	1977	2200
ENSMUSG00000020538.15|Srebf1	2047	2066	2250	2680
ENSMUSG00000020541.12|Tom1l1	2373	2676	1728	1928
ENSMUSG00000020544.14|Cox11	164	218	171	211
ENSMUSG00000020546.14|Stxbp4	559	580	351	412
ENSMUSG00000020547.5|Bzw2	2647	2865	3092	3518
ENSMUSG00000020549.14|Elac2	915	1025	1233	1272
ENSMUSG00000020553.8|Pctp	69	94	121	161
ENSMUSG00000020561.8|Twistnb	1677	2135	1912	2182
ENSMUSG00000020564.17|Atxn7l1	739	803	895	904
ENSMUSG00000020566.19|Atp6v1c2	101	107	139	176
ENSMUSG00000020570.15|Sypl	3905	4794	3822	3917
ENSMUSG00000020571.12|Pdia6	7283	7637	8385	8432
ENSMUSG00000020572.8|Nampt	3584	4262	4188	4613
ENSMUSG00000020576.10|Nbas	753	791	589	661
ENSMUSG00000020577.17|Tspan13	446	620	1280	1533
ENSMUSG00000020580.10|Rock2	11960	13982	12451	13102
ENSMUSG00000020585.4|Laptm4a	7189	8063	7108	7883
ENSMUSG00000020590.16|Snx13	1279	1512	1259	1541
ENSMUSG00000020592.14|Sdc1	8592	8759	8133	9137
ENSMUSG00000020593.15|Lpin1	215	193	208	261
ENSMUSG00000020594.14|Pum2	9203	10680	9273	9821
ENSMUSG00000020598.16|Nrcam	60	79	7	18
ENSMUSG00000020601.8|Trib2	169	179	153	173
ENSMUSG00000020604.13|Arsg	226	231	240	295
ENSMUSG00000020605.9|Hs1bp3	1380	1403	1225	1365
ENSMUSG00000020607.7|Fam84a	916	1051	631	719
ENSMUSG00000020608.7|Smc6	2368	3052	2120	2371
ENSMUSG00000020609.14|Apob	2501	2905	2318	2845
ENSMUSG00000020610.16|Amz2	952	1069	732	812
ENSMUSG00000020611.14|Gna13	2677	3201	2382	2470
ENSMUSG00000020612.16|Prkar1a	8592	10003	9328	10363
ENSMUSG00000020614.13|Fam20a	303	320	424	526
ENSMUSG00000020620.14|Abca8b	428	445	458	567
ENSMUSG00000020621.6|Rdh14	199	297	224	256
ENSMUSG00000020623.11|Map2k6	874	969	706	739
ENSMUSG00000020628.16|Trappc12	889	935	978	1135
ENSMUSG00000020629.12|Adi1	1993	2299	1583	1778
ENSMUSG00000020630.9|Rnaseh1	416	433	381	449
ENSMUSG00000020634.12|Ubxn2a	1433	1603	1390	1529
ENSMUSG00000020635.8|Fkbp1b	30	41	6	17
ENSMUSG00000020640.10|Itsn2	3604	4255	3285	3507
ENSMUSG00000020644.9|Id2	2842	3432	4205	4827
ENSMUSG00000020646.17|Mboat2	79	87	42	54
ENSMUSG00000020647.10|Ncoa1	544	638	704	676
ENSMUSG00000020648.3|Dus4l	601	682	543	570
ENSMUSG00000020649.11|Rrm2	4288	5204	3469	3366
ENSMUSG00000020650.15|Bcap29	1181	1346	1127	1255
ENSMUSG00000020651.8|Slc26a4	48	29	186	140
ENSMUSG00000020652.17|Cenpo	334	422	303	408
ENSMUSG00000020653.12|Klf11	518	541	439	429
ENSMUSG00000020654.15|Adcy3	179	180	59	53
ENSMUSG00000020656.16|Grhl1	225	271	131	135
ENSMUSG00000020657.16|Dnajc27	107	127	80	88
ENSMUSG00000020658.10|Efr3b	27	31	705	446
ENSMUSG00000020659.16|Cbll1	773	867	786	874
ENSMUSG00000020661.15|Dnmt3a	953	1003	1157	1057
ENSMUSG00000020664.10|Dld	5954	6438	5742	6208
ENSMUSG00000020668.10|Kif3c	568	527	297	344
ENSMUSG00000020669.15|Sh3yl1	121	129	76	110
ENSMUSG00000020671.9|Rab10	6731	7940	6192	6598
ENSMUSG00000020674.17|Pxdn	560	561	455	498
ENSMUSG00000020677.7|Ddx52	2489	2949	2708	2834
ENSMUSG00000020679.11|Hnf1b	777	790	1174	1355
ENSMUSG00000020680.15|Taf15	8222	9165	7869	8186
ENSMUSG00000020681.14|Ace	225	258	409	565
ENSMUSG00000020682.17|Mmp28	609	702	799	932
ENSMUSG00000020687.13|Cdc27	4071	4523	3605	3933
ENSMUSG00000020689.4|Itgb3	993	1048	727	870
ENSMUSG00000020690.12|Efcab3	37	57	57	70
ENSMUSG00000020691.13|Mettl2	1113	1186	996	1049
ENSMUSG00000020692.14|Nle1	590	592	668	717
ENSMUSG00000020694.17|Tlk2	4362	4687	4294	4698
ENSMUSG00000020696.18|Rffl	830	865	858	883
ENSMUSG00000020697.16|Lig3	1700	1894	2027	2172
ENSMUSG00000020700.11|Map3k3	1302	1307	1431	1427
ENSMUSG00000020705.6|Ddx42	2260	2713	2188	2432
ENSMUSG00000020706.13|Ftsj3	4019	4067	4836	4928
ENSMUSG00000020707.6|Rnf135	170	222	234	297
ENSMUSG00000020708.12|Psmc5	3309	3247	3446	3666
ENSMUSG00000020709.15|Adap2	18	23	24	30
ENSMUSG00000020712.11|Tcam1	292	381	105	137
ENSMUSG00000020715.9|Ern1	5677	6096	5187	5286
ENSMUSG00000020716.16|Nf1	2972	3366	3399	3430
ENSMUSG00000020718.12|Polg2	204	258	158	174
ENSMUSG00000020719.14|Ddx5	27822	34334	33540	35754
ENSMUSG00000020720.13|Psmd12	3398	3766	3693	4124
ENSMUSG00000020721.16|Helz	1574	1670	1819	1911
ENSMUSG00000020728.17|Cep112	117	175	67	86
ENSMUSG00000020733.3|Slc9a3r1	2343	2782	2458	2537
ENSMUSG00000020736.12|Nt5c	877	892	868	1004
ENSMUSG00000020737.12|Jpt1	2905	2999	3413	4103
ENSMUSG00000020738.16|Sumo2	6394	7407	8508	9369
ENSMUSG00000020739.11|Nup85	2685	2781	2811	2952
ENSMUSG00000020740.13|Gga3	1310	1334	1326	1459
ENSMUSG00000020741.17|Cluh	4320	4216	5633	5937
ENSMUSG00000020743.15|Mif4gd	647	729	1199	1215
ENSMUSG00000020744.13|Slc25a19	769	768	915	984
ENSMUSG00000020745.15|Pafah1b1	8449	9654	6782	7368
ENSMUSG00000020747.17|Tmem94	1172	1212	1331	1560
ENSMUSG00000020752.11|Recql5	587	602	640	743
ENSMUSG00000020755.9|Sap30bp	1412	1422	1495	1628
ENSMUSG00000020758.15|Itgb4	1114	1179	1944	2489
ENSMUSG00000020766.4|Galk1	1005	1078	813	883
ENSMUSG00000020770.13|Unk	623	699	683	802
ENSMUSG00000020773.11|Trim47	770	895	1458	1545
ENSMUSG00000020774.9|Aspa	4284	5039	6098	6638
ENSMUSG00000020775.13|Mrpl38	1329	1493	1935	2011
ENSMUSG00000020776.18|Fbf1	1777	1808	1517	1615
ENSMUSG00000020777.16|Acox1	3677	4066	3955	4438
ENSMUSG00000020778.12|Ten1	233	306	204	241
ENSMUSG00000020780.15|Srp68	2842	3039	2780	2980
ENSMUSG00000020781.14|Tsen54	373	415	477	547
ENSMUSG00000020782.18|Llgl2	523	603	863	947
ENSMUSG00000020783.14|Ncbp3	1186	1268	1198	1269
ENSMUSG00000020785.17|Camkk1	61	48	49	58
ENSMUSG00000020788.15|Atp2a3	2386	2247	1613	1639
ENSMUSG00000020790.14|Ankfy1	3301	3501	3241	3711
ENSMUSG00000020792.15|Exoc7	1113	1141	1054	1247
ENSMUSG00000020794.13|Ube2g1	1953	2334	1725	1933
ENSMUSG00000020798.14|Spns3	61	51	55	95
ENSMUSG00000020801.8|Med31	273	309	318	351
ENSMUSG00000020802.8|Ube2o	980	1024	1225	1261
ENSMUSG00000020803.3|Txndc17	2189	2439	2076	2375
ENSMUSG00000020806.15|Rhbdf2	1856	2005	1916	2067
ENSMUSG00000020807.14|4933427D14Rik	503	552	492	556
ENSMUSG00000020808.3|Pimreg	187	194	100	107
ENSMUSG00000020812.17|1810032O08Rik	462	517	417	390
ENSMUSG00000020817.16|Rabep1	2298	2533	2463	2807
ENSMUSG00000020818.16|Mfsd11	1023	1177	878	951
ENSMUSG00000020821.17|Kif1c	5911	6266	4563	5087
ENSMUSG00000020823.16|Sec14l1	3258	3278	3174	3578
ENSMUSG00000020826.8|Nos2	2569	1988	13908	14003
ENSMUSG00000020827.18|Mink1	2939	3370	3526	3876
ENSMUSG00000020828.13|Pld2	896	961	1057	1195
ENSMUSG00000020829.9|Slc46a1	129	130	109	145
ENSMUSG00000020831.18|0610010K14Rik	385	413	541	533
ENSMUSG00000020832.14|Eral1	560	590	494	539
ENSMUSG00000020834.17|Dhrs13	238	271	336	360
ENSMUSG00000020836.15|Coro6	73	78	14	20
ENSMUSG00000020839.16|Tmigd1	817	986	2000	2446
ENSMUSG00000020840.10|Blmh	1402	1526	1552	1681
ENSMUSG00000020841.5|Cpd	5625	6359	7274	7910
ENSMUSG00000020843.15|Timm22	1015	1036	940	1024
ENSMUSG00000020844.6|Nxn	454	479	233	278
ENSMUSG00000020846.6|Rflnb	428	465	308	291
ENSMUSG00000020847.15|Rph3al	362	384	290	293
ENSMUSG00000020849.13|Ywhae	12069	14045	14990	15681
ENSMUSG00000020850.14|Prpf8	13455	14079	12988	13852
ENSMUSG00000020857.11|Nme2	8814	9614	9984	10173
ENSMUSG00000020859.16|Spag9	6796	7686	7469	7446
ENSMUSG00000020863.15|Luc7l3	2499	3400	2946	3218
ENSMUSG00000020864.13|Ankrd40	2094	2370	2138	2394
ENSMUSG00000020865.16|Abcc3	4173	4290	6294	7045
ENSMUSG00000020866.17|Cacna1g	247	198	592	581
ENSMUSG00000020868.15|Xylt2	287	291	320	351
ENSMUSG00000020869.8|Lrrc59	7299	7780	8717	8825
ENSMUSG00000020871.8|Dlx4	273	314	253	316
ENSMUSG00000020873.15|Slc35b1	1381	1505	1539	1478
ENSMUSG00000020876.14|Snx11	396	488	405	422
ENSMUSG00000020877.11|Scrn2	264	257	275	275
ENSMUSG00000020882.17|Cacnb1	118	97	204	188
ENSMUSG00000020883.18|Fbxl20	1746	1869	1583	1810
ENSMUSG00000020886.17|Dlg4	696	744	539	595
ENSMUSG00000020888.16|Dvl2	986	1098	908	952
ENSMUSG00000020889.11|Nr1d1	920	872	3596	3088
ENSMUSG00000020892.10|Aloxe3	39	55	51	45
ENSMUSG00000020893.17|Per1	675	715	971	894
ENSMUSG00000020894.16|Vamp2	650	777	734	754
ENSMUSG00000020895.14|Tmem107	228	233	407	387
ENSMUSG00000020897.12|Aurkb	545	635	526	577
ENSMUSG00000020898.18|Ctc1	1062	1178	952	927
ENSMUSG00000020899.16|Pfas	1765	1841	1776	1834
ENSMUSG00000020900.15|Myh10	1945	2021	785	735
ENSMUSG00000020901.13|Pik3r5	681	690	1087	1142
ENSMUSG00000020902.12|Ntn1	75	92	66	65
ENSMUSG00000020903.13|Stx8	511	542	443	481
ENSMUSG00000020905.11|Usp43	935	952	876	952
ENSMUSG00000020910.16|Adprm	282	304	259	283
ENSMUSG00000020911.14|Krt19	28198	28701	34836	38536
ENSMUSG00000020914.17|Top2a	9966	11471	8833	9811
ENSMUSG00000020916.8|Krt36	41	43	18	25
ENSMUSG00000020917.17|Acly	4285	4356	4061	4686
ENSMUSG00000020918.14|Kat2a	1844	1932	1738	1960
ENSMUSG00000020919.11|Stat5b	730	822	786	852
ENSMUSG00000020921.6|Tmem101	396	395	353	325
ENSMUSG00000020922.11|Lsm12	1886	2079	1747	1757
ENSMUSG00000020923.17|Ubtf	3994	4491	5113	5120
ENSMUSG00000020925.16|Ccdc43	1533	1812	1526	1653
ENSMUSG00000020929.14|Eftud2	3323	3531	3404	3680
ENSMUSG00000020935.8|Dcakd	818	866	851	944
ENSMUSG00000020936.8|Nmt1	3221	3394	3293	3654
ENSMUSG00000020937.14|Plcd3	1123	1269	1499	1587
ENSMUSG00000020941.7|Map3k14	489	517	1236	1304
ENSMUSG00000020946.13|Gosr2	2326	2465	2253	2432
ENSMUSG00000020948.9|Klhl28	746	857	520	545
ENSMUSG00000020949.9|Fkbp3	2123	2580	2142	2297
ENSMUSG00000020950.10|Foxg1	392	574	487	466
ENSMUSG00000020952.10|Scfd1	2232	2582	2090	2335
ENSMUSG00000020954.16|Strn3	3292	3760	3256	3439
ENSMUSG00000020955.9|Ap4s1	113	122	109	113
ENSMUSG00000020956.14|Dtd2	403	526	375	405
ENSMUSG00000020961.15|Ston2	1005	1163	1954	2179
ENSMUSG00000020962.14|Gtf2a1	839	986	497	663
ENSMUSG00000020964.14|Sel1l	3292	3621	2666	2781
ENSMUSG00000020973.7|Dnaaf2	254	328	249	292
ENSMUSG00000020974.6|Pole2	307	362	258	263
ENSMUSG00000020978.10|Klhdc2	2232	2675	1921	2009
ENSMUSG00000020982.9|Nemf	2971	3438	3135	3409
ENSMUSG00000020986.13|Sec23a	2248	2620	1898	2263
ENSMUSG00000020988.9|L2hgdh	835	962	866	1053
ENSMUSG00000020993.9|Trappc6b	1112	1238	980	1097
ENSMUSG00000020994.5|Pnn	2578	3251	2752	2902
ENSMUSG00000021000.17|Mia2	5713	6658	5435	6037
ENSMUSG00000021003.10|Galc	1347	1616	1366	1543
ENSMUSG00000021007.14|Spata7	228	312	152	175
ENSMUSG00000021009.15|Ptpn21	1901	2017	1326	1389
ENSMUSG00000021012.16|Zc3h14	4298	5023	3157	3685
ENSMUSG00000021013.16|Ttc8	526	622	523	641
ENSMUSG00000021018.8|Polr2h	996	991	1139	1161
ENSMUSG00000021022.9|Ppp2r3c	596	706	512	614
ENSMUSG00000021023.14|1110008L16Rik	571	689	679	746
ENSMUSG00000021024.14|Psma6	4605	5172	6245	6702
ENSMUSG00000021025.8|Nfkbia	2642	2657	6858	7153
ENSMUSG00000021027.17|Ralgapa1	1792	1903	1648	1864
ENSMUSG00000021028.8|Mbip	805	915	657	736
ENSMUSG00000021033.11|Gstz1	1038	1112	1197	1294
ENSMUSG00000021036.10|Sptlc2	3005	3419	3197	3684
ENSMUSG00000021037.7|Ahsa1	3169	3440	4380	4460
ENSMUSG00000021038.17|Vipas39	1057	1034	1050	1187
ENSMUSG00000021039.9|Snw1	2438	2707	2936	3103
ENSMUSG00000021040.15|Slirp	842	992	831	923
ENSMUSG00000021044.15|Adck1	236	253	243	256
ENSMUSG00000021048.7|Mthfd1	2130	2309	2230	2348
ENSMUSG00000021051.10|Ppp2r5e	2547	2935	2648	2872
ENSMUSG00000021054.6|Sgpp1	686	800	819	907
ENSMUSG00000021061.15|Sptb	30	31	16	17
ENSMUSG00000021065.16|Fut8	1572	1960	1476	1862
ENSMUSG00000021066.9|Atl1	67	73	50	49
ENSMUSG00000021067.8|Sav1	1475	1919	1598	1869
ENSMUSG00000021068.16|Nin	588	556	526	523
ENSMUSG00000021070.6|Bdkrb2	28	35	2	0
ENSMUSG00000021072.12|Tmx1	2356	2795	2457	2688
ENSMUSG00000021076.6|Actr10	2627	2971	2484	2740
ENSMUSG00000021079.16|Timm9	839	1053	1057	1041
ENSMUSG00000021094.10|Dhrs7	1421	1526	1415	1485
ENSMUSG00000021096.11|Ppm1a	4928	5575	4638	4888
ENSMUSG00000021097.15|Clmn	879	963	1081	1223
ENSMUSG00000021102.4|Glrx5	642	733	590	612
ENSMUSG00000021103.12|Mnat1	1130	1284	1224	1294
ENSMUSG00000021108.18|Prkch	25	31	9	11
ENSMUSG00000021109.13|Hif1a	19369	21855	17810	19461
ENSMUSG00000021111.15|Papola	4873	5671	4725	5078
ENSMUSG00000021112.9|Mpp5	1850	2225	1883	2059
ENSMUSG00000021113.5|Snapc1	1191	1378	1390	1373
ENSMUSG00000021114.9|Atp6v1d	1161	1425	1042	1096
ENSMUSG00000021115.15|Vrk1	796	866	645	764
ENSMUSG00000021116.10|Eif2s1	4911	5677	5229	5713
ENSMUSG00000021118.7|Plek2	871	980	1555	1563
ENSMUSG00000021120.11|Pigh	396	475	484	563
ENSMUSG00000021124.13|Vti1b	1229	1437	854	993
ENSMUSG00000021125.6|Arg2	29	39	51	55
ENSMUSG00000021127.7|Zfp36l1	2696	3111	5103	5489
ENSMUSG00000021131.14|Erh	5465	6227	5412	5298
ENSMUSG00000021133.9|Susd6	3351	3484	6645	7423
ENSMUSG00000021134.17|Srsf5	7051	8806	7553	8215
ENSMUSG00000021139.17|Gm20498	281	271	192	213
ENSMUSG00000021140.9|Pcnx	1314	1343	1508	1485
ENSMUSG00000021143.10|Pacs2	1935	1987	1479	1508
ENSMUSG00000021144.14|Mta1	2433	2638	1622	1838
ENSMUSG00000021147.17|Wdr37	1038	1137	867	843
ENSMUSG00000021149.8|Gtpbp4	4418	5112	4978	5345
ENSMUSG00000021156.17|Zmynd11	2416	2825	2403	2601
ENSMUSG00000021171.8|Esyt2	6368	7751	4739	4972
ENSMUSG00000021175.15|Cdca7l	441	552	275	303
ENSMUSG00000021176.6|Efcab11	196	260	135	192
ENSMUSG00000021177.16|Tdp1	721	736	630	728
ENSMUSG00000021178.9|Psmc1	3290	3609	3600	4062
ENSMUSG00000021179.8|Nrde2	478	481	489	507
ENSMUSG00000021180.9|Rps6ka5	339	412	355	347
ENSMUSG00000021182.16|Ccdc88c	999	1123	1131	1195
ENSMUSG00000021185.16|Dglucy	84	87	86	112
ENSMUSG00000021187.14|Tc2n	76	121	141	174
ENSMUSG00000021188.14|Trip11	1677	1903	1789	1933
ENSMUSG00000021189.11|Atxn3	1249	1514	1112	1290
ENSMUSG00000021190.14|Lgmn	1859	1969	1749	1820
ENSMUSG00000021192.16|Golga5	1392	1564	1349	1484
ENSMUSG00000021193.10|Pitrm1	5831	6471	5464	6047
ENSMUSG00000021196.14|Pfkp	2209	2345	1348	1593
ENSMUSG00000021203.15|Otub2	1009	1078	910	957
ENSMUSG00000021208.9|Ifi27l2b	164	193	175	210
ENSMUSG00000021211.4|Akr1c12	2821	3020	3371	3680
ENSMUSG00000021213.12|Akr1c13	4993	5510	5287	5883
ENSMUSG00000021214.14|Akr1c18	60	70	77	87
ENSMUSG00000021215.15|Net1	7171	7893	10726	11696
ENSMUSG00000021218.10|Gdi2	9870	11669	10698	11523
ENSMUSG00000021222.9|Dcaf4	278	315	216	292
ENSMUSG00000021224.15|Numb	1231	1324	1342	1461
ENSMUSG00000021226.7|Acot2	456	603	208	187
ENSMUSG00000021234.9|Fam161b	35	41	62	69
ENSMUSG00000021235.13|Coq6	597	617	793	847
ENSMUSG00000021236.16|Entpd5	638	696	651	759
ENSMUSG00000021238.11|Aldh6a1	896	1028	1129	1316
ENSMUSG00000021240.6|Abcd4	640	605	471	556
ENSMUSG00000021241.7|Isca2	1009	1055	781	862
ENSMUSG00000021242.9|Npc2	7521	7860	6763	8008
ENSMUSG00000021243.14|Fcf1	1543	1646	1562	1755
ENSMUSG00000021244.15|Ylpm1	2732	3095	3377	3559
ENSMUSG00000021245.15|Mlh3	1397	1579	1229	1327
ENSMUSG00000021248.9|Tmed10	3672	4001	5852	6665
ENSMUSG00000021250.13|Fos	841	925	1746	1723
ENSMUSG00000021252.11|Erg28	690	712	750	860
ENSMUSG00000021253.7|Tgfb3	314	325	400	521
ENSMUSG00000021254.9|Gpatch2l	731	752	611	634
ENSMUSG00000021257.14|Angel1	112	108	64	90
ENSMUSG00000021258.10|Ccnk	1608	1724	1180	1331
ENSMUSG00000021260.8|Hhipl1	72	89	30	25
ENSMUSG00000021262.15|Evl	432	484	237	292
ENSMUSG00000021263.11|Degs2	225	226	93	101
ENSMUSG00000021264.12|Yy1	3581	4194	3764	4012
ENSMUSG00000021265.3|Slc25a29	30	28	25	31
ENSMUSG00000021266.16|Wars	7249	7915	5718	6010
ENSMUSG00000021270.13|Hsp90aa1	28553	33408	26151	26932
ENSMUSG00000021271.5|Zfp839	326	345	249	289
ENSMUSG00000021273.10|Fdft1	1023	1067	942	1131
ENSMUSG00000021275.16|Tecpr2	935	950	886	860
ENSMUSG00000021276.10|Cinp	791	823	728	771
ENSMUSG00000021277.16|Traf3	1231	1330	1425	1626
ENSMUSG00000021279.5|Cdc42bpb	5029	5486	4939	5448
